id;userId;buttonType;buttonData;timestamp
319;7606207943;"share";"Гадание времени";"2025-04-10 21:22:24"
320;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:24:37"
321;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:24:58"
322;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:30:34"
323;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:30:40"
324;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:31:37"
325;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:32:26"
326;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:32:48"
327;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:34:37"
328;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:34:51"
329;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:34:51"
330;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:34:51"
331;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:34:55"
332;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:35:11"
333;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:35:18"
334;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 21:36:27"
335;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:36:28"
336;7606207943;"main_menu_button";"📋 Инструкция";"2025-04-10 21:36:30"
337;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:36:35"
338;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:36:39"
339;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:37:27"
340;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:38:28"
341;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:40:14"
342;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:41:33"
343;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:41:37"
344;7606207943;"main_menu_button";"📖 Сонник";"2025-04-10 21:44:05"
345;7606207943;"main_menu_button";"🔮 Гадания";"2025-04-10 21:46:05"
346;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:46:10"
347;7606207943;"start_time_fortune";"Гадание времени";"2025-04-10 21:46:28"
